time,datetime,LST_Day_1km_celsius
1629072000000,2021-08-16,38.83000000000004
1629158400000,2021-08-17,29.950000000000045
1629244800000,2021-08-18,35.110000000000014
1629590400000,2021-08-22,29.150000000000034
1629763200000,2021-08-24,36.950000000000045
1629936000000,2021-08-26,33.23000000000002
1630022400000,2021-08-27,39.35000000000002
1630108800000,2021-08-28,36.07000000000005
1630195200000,2021-08-29,26.670000000000016
1630281600000,2021-08-30,30.950000000000045
1630368000000,2021-08-31,27.53000000000003
1630713600000,2021-09-04,27.83000000000004
1630800000000,2021-09-05,27.690000000000055
1630886400000,2021-09-06,33.75000000000006
1630972800000,2021-09-07,27.230000000000018
1631059200000,2021-09-08,29.610000000000014
1631145600000,2021-09-09,27.350000000000023
1631232000000,2021-09-10,33.81
1631318400000,2021-09-11,33.97000000000003
1631750400000,2021-09-16,32.25000000000006
1631923200000,2021-09-18,26.410000000000025
1632009600000,2021-09-19,33.01000000000005
1632096000000,2021-09-20,19.350000000000023
1632182400000,2021-09-21,25.910000000000025
1632355200000,2021-09-23,30.950000000000045
1632528000000,2021-09-25,25.910000000000025
1632614400000,2021-09-26,38.53000000000003
1632700800000,2021-09-27,37.05000000000001
1633219200000,2021-10-03,29.130000000000052
1633305600000,2021-10-04,27.170000000000016
1633392000000,2021-10-05,28.870000000000005
1633478400000,2021-10-06,26.730000000000018
1633564800000,2021-10-07,23.730000000000018
1633651200000,2021-10-08,29.890000000000043
1633824000000,2021-10-10,18.350000000000023
1633910400000,2021-10-11,24.55000000000001
1634256000000,2021-10-15,16.29000000000002
1634342400000,2021-10-16,21.510000000000048
1634428800000,2021-10-17,24.77000000000004
1634515200000,2021-10-18,20.33000000000004
1634601600000,2021-10-19,24.130000000000052
1634774400000,2021-10-21,13.010000000000048
1634860800000,2021-10-22,23.950000000000045
1635033600000,2021-10-24,20.910000000000025
1635379200000,2021-10-28,16.27000000000004
1635465600000,2021-10-29,20.230000000000018
1635552000000,2021-10-30,21.07000000000005
1635984000000,2021-11-04,17.05000000000001
1636070400000,2021-11-05,20.810000000000002
1636156800000,2021-11-06,16.79000000000002
1636243200000,2021-11-07,25.010000000000048
1636416000000,2021-11-09,16.77000000000004
1636588800000,2021-11-11,11.450000000000045
1636761600000,2021-11-13,8.930000000000007
1636934400000,2021-11-15,20.230000000000018
1637193600000,2021-11-18,11.650000000000034
1637452800000,2021-11-21,9.810000000000002
1637539200000,2021-11-22,14.230000000000018
1637625600000,2021-11-23,16.870000000000005
1637798400000,2021-11-25,7.910000000000025
1637971200000,2021-11-27,16.910000000000025
1638230400000,2021-11-30,16.99000000000001
1638316800000,2021-12-01,11.390000000000043
1638489600000,2021-12-03,15.470000000000027
1638662400000,2021-12-05,5.130000000000052
1638835200000,2021-12-07,4.850000000000023
1638921600000,2021-12-08,13.870000000000005
1639008000000,2021-12-09,12.950000000000045
1639267200000,2021-12-12,6.410000000000025
1639353600000,2021-12-13,13.57000000000005
1639526400000,2021-12-15,12.07000000000005
1639612800000,2021-12-16,4.330000000000041
1639699200000,2021-12-17,5.57000000000005
1639785600000,2021-12-18,-0.8699999999999477
1639872000000,2021-12-19,2.2700000000000387
1639958400000,2021-12-20,1.5300000000000296
1640044800000,2021-12-21,3.2700000000000387
1640131200000,2021-12-22,11.150000000000034
1640217600000,2021-12-23,6.090000000000032
1640304000000,2021-12-24,14.430000000000007
1640390400000,2021-12-25,10.130000000000052
1640476800000,2021-12-26,7.3700000000000045
1640649600000,2021-12-28,-1.2699999999999818
1640822400000,2021-12-30,1.410000000000025
1640908800000,2021-12-31,-2.2099999999999795
